9.999170666532207763e-01,7.433996421008604938e-04,4.776890353811910324e-04,2.198925185849874943e-04,3.307306450331806225e-04,6.536000322663791879e-04,4.557168384514235777e-04,1.943780615590060901e-03,9.414639255588889933e-04,1.974186270351250346e-04,2.303189751794455494e-04,1.262101716846582983e-02,1.623328485443386660e-04,2.532538520155165119e-04,2.795309387352400967e-04,8.634170846023938607e-05,1.894291649378563062e-04,8.978002633322670737e-05,8.995636255735442260e-05,1.073723843412758747e-04
1.002827042639343200e-03,9.999977590464889099e-01,2.680114957899661218e-04,3.250046061456967261e-04,2.249734367444333185e-04,4.377523464466823427e-04,2.617122848980341370e-04,2.284193170946907788e-04,2.820438184702598250e-04,6.633708314967558207e-04,1.042417373721874103e-03,2.067168067039845279e-04,5.458704048250912584e-04,2.390448972748067792e-04,2.504863335408603637e-04,1.718575222014264738e-04,2.433834393649731797e-04,4.953533720874115807e-04,5.933782942546130088e-05,7.289517753444807110e-04
2.953899004466398453e-03,1.228570556797615402e-03,9.999879738877373025e-01,5.812063210871797579e-04,2.945112251622670780e-03,5.880147429321796277e-04,1.409321588645493731e-03,7.820584930272284985e-04,5.422316522925799825e-04,3.622894416795186022e-04,3.403431473576842186e-04,6.114361510821202626e-04,3.061311768026323357e-04,4.723877600010710845e-04,3.270876652202382088e-04,1.943764494213929064e-04,2.746771921228846852e-04,1.511670358738669581e-04,5.965042928719246082e-04,1.772454752795632926e-04
1.651467698110866637e-03,1.809445292023372951e-03,7.058941606039403991e-04,9.999949111568485760e-01,6.860486086176370568e-04,4.958098708864675918e-04,6.570764089027754992e-04,4.022363239248615322e-04,3.879474932090455218e-04,6.615012459324585287e-04,4.315943614182510550e-04,3.415863112878551443e-04,5.999398380188076304e-04,4.958781921083475113e-04,3.092505469430339494e-04,7.334071980966752873e-04,3.072589482671301609e-04,2.154215648499067666e-04,1.619171195330169227e-04,2.654876590237061724e-04
2.844231829545058529e-03,1.434227706567747177e-03,4.095831079490906343e-03,7.855716685017326935e-04,9.999833748062485483e-01,6.251322778545082047e-04,1.608230990556658606e-03,7.415956904428085616e-04,5.571043115997022016e-04,4.377245606638317257e-04,3.896017332682154060e-04,5.893231304663777139e-04,3.720017990343314350e-04,5.664094206593441949e-04,3.625382955950206057e-04,2.485899598327080120e-04,3.159169044461461397e-04,1.754002244807677225e-04,5.966128712462021901e-04,2.081343131549844027e-04
5.380876209097043214e-03,2.671564903543807452e-03,7.828504063537356818e-04,5.434961534163516459e-04,5.984423301161734656e-04,7.070891581203748721e-01,7.758658826132566093e-04,1.072661865771521242e-03,2.660270006942046066e-03,6.167301780113744252e-04,9.552386636361718045e-04,7.070891581203748721e-01,4.984575370751043351e-04,6.015447646439838446e-04,1.027081787149608299e-03,2.330270102430557697e-04,6.130699314492088275e-04,3.147505071961127798e-04,1.621910728589604888e-04,3.798490920134846424e-04
3.274443419424080681e-03,1.394000195436125456e-03,5.773449747704679780e-01,6.286351483091741875e-04,1.343693718715052721e-03,5.773449747704679780e-01,5.773449747704679780e-01,9.311781460897766228e-04,6.360004182062296927e-04,4.412891125701700191e-04,3.976446077187159567e-04,6.875135729101489570e-04,3.665991752908111679e-04,8.429181901210130176e-04,4.506347377116145018e-04,2.243197580636244648e-04,3.891764891175097615e-04,1.623533870689645899e-04,2.384913468726729908e-04,2.104685636347797229e-04
3.630645558260860856e-02,3.162756419126086342e-03,2.362247909524393778e-03,1.000364480936367885e-03,1.610694772517953658e-03,2.433652196832192163e-03,2.420621946253190358e-03,9.992819614766434988e-01,3.111462187828950912e-03,8.703046542132549879e-04,9.678825830706764720e-04,8.376714473557395069e-03,7.157123686241689169e-04,1.221385928474953784e-03,1.220050753850145369e-03,3.879025895492849065e-04,8.496809951765444801e-04,3.778440864832840313e-04,4.195077755114519922e-04,4.624572783032306067e-04
1.809872865026351807e-02,4.019363476586820111e-03,1.685694543783410829e-03,9.930193361193701169e-04,1.245346918328029328e-03,6.211967390986854534e-03,1.701607424108377703e-03,3.202375883777868956e-03,9.997876575016295675e-01,1.014497462698108182e-03,1.331322913610365763e-03,3.716688047673603890e-03,8.247812448766491398e-04,1.183510052922530321e-03,1.774761411353344967e-03,4.096474696828775685e-04,1.054204714851771302e-03,4.759341765101046152e-04,3.347440271417656066e-04,5.822592717792830080e-04
3.989453669865138628e-03,9.937519209163423253e-03,1.183942488467051857e-03,1.779903000770093622e-03,1.028574278613187407e-03,1.513838558043876072e-03,1.241098059878140364e-03,9.415860129217331351e-04,1.066428833251547746e-03,9.998589590121813586e-01,2.126556566617413078e-03,8.258176200521432676e-04,1.182904146400610632e-02,1.308899173151436852e-03,1.062762852589130671e-03,1.155177749284546154e-03,1.222227746743354644e-03,8.298509383017604315e-04,2.554322503944560273e-04,2.086416230730974916e-03
