5.044716264710011160e-03,1.692563523897788053e-02,1.205517908608846065e-03,1.258702682006161613e-03,9.922871132861230039e-04,2.541429002625791075e-03,1.212159328903043669e-03,1.134992767238799868e-03,1.516861913684055055e-03,2.304934912454320237e-03,9.998249340052872691e-01,1.040507727472883776e-03,1.794754615474288689e-03,1.138779581518306518e-03,1.457316207398525170e-03,6.263036566481720727e-04,1.341234055276550223e-03,1.280254004023485956e-03,2.606383356265792027e-04,2.387525591475921777e-03
2.879991306917291660e-01,3.496784897249990195e-03,2.256303735962623177e-03,1.037857308397908658e-03,1.563722741117651435e-03,3.055395726320055995e-03,2.183411941037809428e-03,1.023372931591253615e-02,4.411726136480617969e-03,9.325146548510388021e-04,1.084014531161031723e-03,9.575436774419073815e-01,7.663746626729551429e-04,1.211087189512337044e-03,1.334062658127750222e-03,4.076293218776724748e-04,9.020882070149068444e-04,4.211434318802770001e-04,4.223753653451077983e-04,5.062667291403318871e-04
4.278616888668762552e-03,1.066554006483136537e-02,1.304830750215675052e-03,2.105450634292575524e-03,1.140122397432250445e-03,1.595821172968090243e-03,1.344763957321901560e-03,1.009947754544809201e-03,1.130814537733023425e-03,1.542841268487010753e-02,2.159708040267322663e-03,8.851998062278826655e-04,9.997993894284705751e-01,1.365287354088397243e-03,1.083276969807120231e-03,1.462469173533232801e-03,1.207872925847019519e-03,9.343309284722132102e-04,2.841921556454461359e-04,1.989620180337886655e-03
8.218006459429202937e-03,5.750243119116185166e-03,2.478898159624496125e-03,2.142524504653887940e-03,2.137225425868382635e-03,2.371032101782756616e-03,3.806741878422975189e-03,2.121908851980688297e-03,1.997735488350857631e-03,2.101799639604504458e-03,1.687108699296941414e-03,1.722221511518390704e-03,1.680883037595720794e-03,9.999145468072413445e-01,2.195014821199448192e-03,9.070957505965419670e-04,2.491505918156008449e-03,6.128313204934321282e-04,4.636661502573993527e-04,9.456113669939394256e-04
1.334096563737285912e-02,8.862122099445746831e-03,2.524475613374174785e-03,1.965206667927731077e-03,2.011966368311809451e-03,5.954173352331770634e-03,2.993226866344768367e-03,3.117444094598572062e-03,4.406086050836169506e-03,2.509969532184713314e-03,3.175441761952717268e-03,2.790209359394034590e-03,1.961552341672508082e-03,3.228378311746730924e-03,9.997931541910280995e-01,8.763772739851797200e-04,5.188219642894907439e-03,9.244877487438221382e-04,4.981133921787687414e-04,1.440966191302658081e-03
5.433358272304208807e-03,8.017012523890714240e-03,1.978066921319442725e-03,6.145160684283734048e-03,1.819033658091445335e-03,1.781201419003548706e-03,1.964594022971850613e-03,1.306874180663764734e-03,1.340953124919989914e-03,3.597254972529964796e-03,1.799391344985769130e-03,1.124129389580385500e-03,3.491704111368260522e-03,1.759099556500201686e-03,1.155530544109069531e-03,9.999063299611171685e-01,1.210872979310083971e-03,8.916951205457781865e-04,4.408153050996730109e-04,1.222851316171019980e-03
1.191893369094633448e-02,1.135214406153727332e-02,2.794877570990469181e-03,2.574159591623651887e-03,2.311388082736880005e-03,4.685539886545336125e-03,3.407961972367004773e-03,2.862265113209542557e-03,3.450413369677209248e-03,3.805549707281382851e-03,3.852903267935054322e-03,2.487383475629511165e-03,2.883465862224674891e-03,4.831055908083244782e-03,6.839927996517415447e-03,1.210713657950763513e-03,9.997672679972205989e-01,1.112857528142216024e-03,5.563359142776223929e-04,2.016209546237960823e-03
6.054052196483251415e-03,2.476155230647283587e-02,1.648440060903938725e-03,1.934175950426515918e-03,1.375327171095247752e-03,2.578053557018365315e-03,1.523650544976833067e-03,1.364088212204295431e-03,1.669432791144885271e-03,2.769116473645072234e-03,3.941445719995518952e-03,1.244513594667813515e-03,2.390397721733371252e-03,1.273494187446543545e-03,1.306201596654508242e-03,9.555097380014328625e-04,1.192656670972226402e-03,9.996439464714389489e-01,3.754549664315632489e-04,1.989615954509908746e-03
7.028537024300199505e-03,3.436853478091940299e-03,7.536960768221115728e-03,1.684481284364567526e-03,5.420447157177035388e-03,1.539285085465524894e-03,2.593362713110777991e-03,1.754835693453526317e-03,1.360509260464115968e-03,9.876054586789942153e-04,9.297460011171520102e-04,1.446221494132703643e-03,8.424577802515477399e-04,1.116421068846369614e-03,8.154622975052643269e-04,5.473208721784737687e-04,6.908433613704871492e-04,4.350352733340086503e-04,9.999139881666306851e-01,4.853559989021498833e-04
8.449084654681467826e-03,4.252185215074813507e-02,2.255494913006549085e-03,2.781645440801414158e-03,1.904452714289835667e-03,3.630673713556230656e-03,2.304952005153316445e-03,1.948283160965606818e-03,2.383356957672769314e-03,8.124426575524359637e-03,8.577447613554825198e-03,1.745820674401018678e-03,5.940052041446310278e-03,2.293080651188575143e-03,2.375819666192748470e-03,1.529125090091366978e-03,2.521518576365718543e-03,2.321773695147803102e-03,4.888148771346235728e-04,9.989359053027423441e-01
